top1_class,top2_class
0,4
14,0
18,20
0,11
2,26
0,18
5,0
0,2
0,18
0,20
4,24
1,14
1,0
1,10
1,5
1,0
1,5
1,6
1,19
1,0
2,5
2,0
2,26
2,26
2,14
2,0
2,1
2,4
2,0
4,3
3,1
3,5
3,4
4,3
3,4
3,19
3,4
4,18
4,18
4,20
4,18
4,20
4,2
4,3
4,20
4,20
5,16
5,6
5,14
5,14
5,14
5,10
5,14
5,24
1,5
1,5
5,14
6,10
5,10
6,10
6,13
6,10
6,10
5,6
6,10
6,1
10,5
8,7
8,7
7,8
8,7
8,9
8,7
7,8
9,8
8,7
7,8
8,7
8,7
8,7
8,7
7,8
8,7
9,8
9,7
9,8
9,8
7,9
9,8
9,8
9,8
9,8
9,8
6,10
10,6
10,6
10,6
10,5
10,6
10,6
10,6
10,6
12,11
12,11
11,12
17,11
17,11
11,12
11,12
12,11
11,17
21,12
12,11
11,21
12,11
11,12
12,5
12,11
13,6
13,16
13,16
13,14
13,1
13,6
13,16
14,1
14,3
14,13
14,5
14,16
14,5
14,5
14,16
15,24
15,16
15,24
15,0
15,14
15,22
16,13
16,25
16,13
16,13
16,13
16,13
16,13
16,13
17,20
18,21
17,24
11,17
17,12
17,11
11,17
21,17
17,20
24,18
18,20
18,17
18,11
18,26
18,17
18,20
18,17
18,20
18,20
18,11
19,13
16,21
20,18
3,19
24,14
19,22
19,23
19,3
18,20
20,17
4,20
20,4
18,17
20,18
18,20
17,18
18,14
21,12
21,12
21,18
21,12
17,11
12,11
21,12
21,12
12,21
21,17
22,19
19,23
4,22
14,22
3,19
26,24
4,20
21,19
24,18
19,22
23,22
13,24
23,19
23,24
23,13
23,19
24,17
24,17
7,18
11,17
24,21
20,24
25,26
25,26
25,13
25,26
25,16
25,16
25,26
25,6
25,16
25,26
25,26
25,16
26,18
26,2
26,2
26,13
26,2
26,2
26,2
25,26
