top1_class,top2_class
0,4
14,10
18,5
0,11
0,26
0,18
0,5
0,11
0,4
0,18
4,24
1,14
1,6
1,10
1,5
1,14
1,5
1,10
21,1
1,0
2,0
2,14
2,1
26,2
2,0
2,0
2,1
2,18
2,0
19,3
3,14
14,3
3,4
3,4
3,4
3,19
3,4
4,18
18,4
20,18
4,18
4,3
4,2
3,4
4,18
18,20
5,14
5,6
5,1
5,14
5,14
5,10
5,14
5,4
1,5
5,1
5,14
6,10
5,10
6,10
6,10
6,10
6,10
5,10
1,6
1,6
10,1
8,7
8,7
7,8
8,9
8,9
8,7
7,8
9,8
8,7
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
10,1
10,6
10,6
10,5
10,5
10,6
10,6
10,6
10,6
12,11
12,11
11,12
17,11
17,11
11,12
11,12
11,12
11,12
21,19
12,21
11,21
11,12
11,12
12,5
12,11
13,6
13,16
13,14
13,14
13,6
13,6
13,16
14,6
14,13
14,13
14,5
14,5
14,5
14,5
14,16
15,21
15,26
15,3
15,0
15,22
15,25
16,13
16,25
16,25
16,25
16,13
16,9
16,13
16,8
17,8
17,18
24,17
17,20
17,11
17,20
11,17
21,11
17,11
18,24
18,20
18,20
18,11
18,4
18,17
18,17
18,17
18,20
18,20
18,20
19,11
19,21
20,24
19,3
24,14
19,22
22,3
19,5
20,18
20,17
4,20
20,4
18,20
18,20
18,20
18,17
18,14
21,12
21,24
21,12
21,12
20,17
21,12
12,11
21,12
21,12
17,24
22,19
22,23
22,24
14,1
3,19
13,26
4,3
24,19
22,24
19,24
23,22
24,19
23,22
23,24
23,20
23,24
24,21
24,20
20,18
11,20
24,21
20,17
25,16
25,16
25,13
25,26
25,16
25,13
25,19
25,26
25,1
25,26
25,26
25,16
26,2
26,0
26,2
26,25
26,25
26,25
26,20
25,26
