top1_class,top2_class
0,18
14,9
18,20
0,26
2,26
0,18
0,5
0,5
0,2
0,18
0,4
14,0
1,14
1,10
1,5
1,14
1,14
1,14
19,3
0,1
2,0
2,0
2,0
2,26
2,0
0,2
2,0
2,18
2,0
14,4
3,5
14,5
3,14
3,4
3,4
3,24
3,4
18,4
18,9
4,20
4,18
4,3
2,0
4,3
18,20
4,20
5,14
5,6
5,3
5,14
14,5
5,10
5,14
0,5
5,14
1,5
5,14
6,10
5,14
6,10
6,10
6,10
6,10
5,10
5,6
6,1
1,6
8,7
8,7
7,8
7,8
8,7
7,8
7,8
8,9
7,8
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,8
9,8
7,26
9,8
9,8
9,8
9,8
9,8
10,6
10,6
10,6
10,6
10,11
10,6
10,6
10,6
10,6
11,12
12,11
11,18
17,11
17,11
12,11
11,12
17,11
11,17
21,12
12,21
21,11
12,21
11,21
12,0
12,11
13,16
13,16
13,16
14,13
13,14
13,14
13,16
14,18
14,10
13,14
14,1
14,19
14,5
14,5
14,19
15,24
15,0
15,20
15,0
15,19
15,24
16,9
16,25
16,25
16,19
16,13
16,9
16,7
16,13
17,24
24,20
17,24
20,24
17,11
17,11
11,17
21,17
17,18
24,11
18,20
18,17
18,20
18,26
18,17
18,20
18,17
18,20
18,20
18,20
19,14
19,5
20,24
3,19
24,20
19,23
23,10
3,19
18,20
20,24
4,18
20,4
18,17
20,18
18,20
0,17
18,14
21,12
21,24
21,24
21,12
17,20
21,12
21,12
21,24
12,21
24,17
19,5
23,18
22,24
4,0
3,12
16,24
22,24
24,21
24,9
19,24
23,22
23,13
23,19
23,24
23,24
23,24
24,11
24,17
3,15
24,20
24,21
20,24
25,16
25,26
25,13
25,26
25,26
25,13
25,26
25,26
25,26
25,26
25,26
25,26
26,2
26,13
26,2
26,0
26,15
26,2
26,18
26,25
