top1_class,top2_class
0,4
2,9
0,2
0,20
26,0
0,2
14,5
0,11
0,2
0,18
3,4
1,5
1,6
1,10
1,5
1,19
1,5
1,5
3,20
0,1
2,0
2,0
2,26
2,26
2,7
2,0
2,0
2,4
2,0
14,19
3,5
14,19
3,4
4,3
3,4
3,4
3,4
4,20
18,20
20,4
20,18
4,3
4,2
4,3
4,20
4,20
5,14
5,19
5,14
5,14
5,14
5,1
5,14
5,20
5,1
5,1
5,14
6,10
5,10
6,10
6,10
6,10
6,10
5,6
1,6
6,25
6,5
8,7
8,7
7,8
7,8
8,7
7,8
8,7
8,9
8,7
7,8
8,7
7,8
8,7
9,8
8,7
8,7
9,8
8,7
9,8
9,8
7,9
9,8
9,8
9,7
9,2
9,8
6,10
10,6
10,6
10,6
10,5
10,6
10,6
10,6
10,6
12,14
12,11
11,17
17,11
11,17
11,12
11,12
11,17
11,12
12,21
12,11
11,21
12,11
11,12
12,11
12,11
13,6
13,16
13,16
13,14
13,1
13,6
13,16
14,5
14,10
13,14
5,14
14,5
5,14
5,14
14,5
15,11
15,25
15,26
15,0
15,19
15,25
16,13
16,25
16,25
16,13
16,25
16,13
16,13
16,13
8,20
18,17
17,21
19,8
17,11
17,11
17,18
17,11
17,20
24,20
18,20
18,20
18,20
18,20
18,20
18,20
18,20
20,18
18,11
18,26
19,13
19,13
20,19
3,4
24,19
19,23
19,23
19,25
20,18
17,20
4,20
20,4
18,17
18,20
18,22
18,20
18,19
21,12
21,20
21,12
21,12
17,20
12,21
11,18
21,12
12,11
18,20
19,23
23,19
23,15
22,23
3,19
24,22
22,23
22,21
24,9
19,3
23,22
19,13
23,19
23,22
23,22
23,19
24,17
24,17
8,20
17,20
24,21
17,21
25,16
25,16
25,13
25,5
25,16
25,16
25,19
25,6
25,16
25,26
25,26
25,16
26,2
2,26
26,2
26,25
26,25
26,20
26,2
26,25
