top1_class,top2_class
0,4
14,1
0,18
0,26
0,26
0,18
0,5
0,2
0,2
0,18
4,24
1,14
1,6
1,10
1,5
1,0
1,5
1,6
16,3
1,0
2,20
2,0
2,26
26,13
2,4
2,0
2,1
2,20
2,0
19,4
3,5
3,14
3,4
3,4
3,4
3,4
4,3
4,20
4,20
20,4
4,18
4,3
4,2
4,3
4,3
4,20
5,14
5,6
5,19
5,14
5,14
5,10
5,14
5,0
5,1
1,5
5,14
6,13
5,6
6,10
6,13
6,10
1,10
0,5
1,5
6,1
6,1
8,7
8,7
8,7
8,7
8,9
8,7
7,8
9,8
8,7
7,8
8,7
7,8
8,7
7,8
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
6,10
10,6
10,4
10,6
10,5
10,1
10,6
10,6
10,6
11,12
12,11
11,17
17,11
17,11
11,12
11,18
11,17
11,17
21,19
12,11
11,12
12,11
11,21
12,11
11,12
13,25
13,16
13,14
13,14
13,14
13,6
13,25
1,14
14,5
14,13
5,14
14,5
14,5
14,5
14,11
15,24
15,1
15,24
15,11
15,19
15,24
16,13
16,19
16,25
16,14
16,13
16,13
16,13
16,13
20,24
17,21
17,11
20,11
17,11
17,11
11,17
21,17
17,18
18,20
18,17
18,20
18,20
18,20
18,17
18,17
18,17
20,18
18,20
18,11
19,11
19,21
20,24
3,19
24,20
19,21
3,23
19,25
18,20
20,24
4,3
20,4
18,20
20,18
18,24
18,4
18,19
21,12
21,24
21,3
21,12
20,21
21,12
12,11
21,12
21,12
17,20
19,22
19,23
22,20
14,3
3,19
23,20
4,19
19,21
24,22
19,22
23,22
23,13
23,19
23,22
23,24
23,19
24,21
21,24
15,13
24,4
24,21
20,21
25,26
25,26
25,13
25,13
25,16
25,16
25,19
25,13
25,16
25,19
25,26
25,16
26,2
26,13
26,2
26,25
26,15
26,18
26,2
25,26
