top1_class,top2_class
0,18
14,1
18,4
0,18
2,26
0,18
5,0
0,2
0,11
0,2
4,1
1,14
1,0
1,10
1,5
1,0
1,5
1,6
19,1
1,0
2,0
2,9
2,26
26,2
2,26
2,0
1,0
2,4
2,0
3,19
3,14
14,3
3,4
3,4
3,4
3,19
3,4
4,18
24,4
20,24
4,20
4,3
4,2
3,4
4,3
4,18
5,1
5,6
5,14
5,14
5,14
5,1
5,14
5,24
1,5
1,5
5,14
6,10
5,10
6,10
6,10
6,1
6,1
5,10
1,6
1,6
1,6
8,7
8,7
7,8
7,8
8,7
7,8
7,8
8,9
7,8
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,7
9,8
9,8
6,1
10,6
10,6
10,5
10,1
10,1
10,6
10,1
10,6
12,11
12,11
11,12
17,11
17,11
11,12
11,12
11,17
11,12
21,12
12,21
11,12
12,21
11,12
12,11
12,11
13,1
13,16
13,14
13,14
13,1
13,1
13,16
14,6
10,3
13,14
14,5
14,5
14,5
14,5
14,5
15,24
15,21
15,1
15,7
15,19
15,1
16,13
16,25
16,25
16,13
16,13
16,13
16,13
16,13
20,18
17,21
17,24
24,22
17,11
17,11
17,11
21,17
20,17
18,24
18,20
18,20
18,11
18,26
18,20
18,20
18,17
20,18
18,11
18,26
19,13
19,21
24,19
3,4
24,19
19,13
22,23
19,13
18,20
20,11
4,3
4,20
18,20
20,18
18,24
17,4
18,19
21,12
21,18
21,12
21,12
11,17
21,11
21,24
21,24
21,12
17,24
23,22
23,22
24,3
22,23
3,19
23,22
22,3
21,24
22,24
22,19
23,22
23,22
23,22
23,22
23,22
23,19
24,18
24,17
18,20
24,20
24,21
24,21
25,16
25,16
25,13
25,26
25,16
25,13
25,13
25,13
25,16
25,26
25,15
25,16
26,2
26,15
26,15
26,25
26,25
26,24
26,20
25,26
