top1_class,top2_class
24,21
2,14
20,18
4,18
2,5
18,0
5,14
0,20
0,11
18,0
15,4
1,5
1,6
1,5
1,5
1,19
1,5
1,14
21,16
1,15
2,0
2,0
26,2
16,13
2,26
2,4
2,1
2,26
2,5
19,3
13,14
5,14
3,6
4,3
3,6
3,19
3,4
4,20
18,20
20,4
26,20
4,3
1,5
4,3
4,20
4,20
14,5
5,16
5,1
5,14
5,14
5,10
5,1
5,4
5,1
5,1
5,14
13,10
5,10
6,5
6,13
13,6
10,1
5,6
1,6
13,25
6,5
8,7
8,7
8,7
7,8
8,7
7,8
7,9
8,9
7,8
7,8
8,7
7,8
8,7
9,7
8,7
8,7
9,8
7,9
9,8
9,8
7,9
9,7
9,8
9,7
9,18
9,8
6,5
10,6
10,6
10,1
10,5
10,5
5,6
10,6
10,6
12,14
12,11
11,17
17,21
11,17
5,1
11,18
17,11
11,12
21,11
21,12
21,11
21,12
5,1
12,11
12,5
13,16
13,16
16,13
13,14
13,16
13,16
13,16
26,4
10,3
14,13
14,5
14,5
14,5
14,5
14,5
15,21
15,25
15,4
15,26
15,19
15,0
16,13
16,25
16,25
16,13
16,13
16,13
16,13
16,13
20,8
17,20
17,4
13,19
17,11
11,17
17,20
21,20
17,20
20,17
18,20
20,18
18,20
18,20
18,20
18,20
18,17
18,20
18,11
18,20
19,3
13,19
19,21
3,14
14,21
19,13
10,19
13,19
20,18
21,17
4,20
4,15
20,18
18,20
18,20
18,15
18,19
21,12
21,24
21,12
21,12
17,4
21,12
11,21
21,11
21,12
17,20
19,14
23,19
23,20
22,4
3,19
20,13
3,4
21,22
23,22
19,22
23,13
13,3
23,22
23,22
23,22
23,19
24,22
20,18
19,13
20,17
12,24
21,17
25,16
25,16
16,13
25,6
25,16
25,16
25,16
25,6
16,25
25,16
25,16
25,16
26,2
26,2
26,2
26,15
26,15
26,2
2,20
26,25
