top1_class,top2_class
0,20
9,2
18,20
0,18
26,2
0,20
1,14
0,20
0,20
0,20
4,3
1,14
1,14
1,10
1,14
14,1
1,14
1,10
19,21
1,14
2,0
2,14
2,26
2,26
2,26
2,0
2,1
2,9
2,0
14,5
14,3
14,3
3,4
3,4
3,4
3,19
3,4
20,4
18,4
24,20
4,20
4,20
4,0
4,3
20,4
4,20
5,14
5,24
5,14
5,14
14,5
5,10
5,14
5,20
5,14
1,5
14,5
6,13
5,14
6,10
6,13
6,13
10,6
5,10
1,6
1,6
6,10
8,9
8,7
8,7
8,7
8,9
8,7
7,8
8,9
8,9
7,8
8,7
7,8
8,7
8,9
8,7
8,7
9,8
9,8
9,8
9,8
9,7
9,8
9,8
9,8
9,8
9,8
1,0
10,6
10,6
10,6
10,14
10,1
6,10
10,6
10,6
12,11
12,11
11,12
17,11
11,17
11,12
11,12
17,11
11,12
21,12
12,11
11,21
12,11
11,12
12,11
12,11
13,1
13,16
13,16
13,14
13,1
13,1
13,16
14,11
14,10
14,13
14,1
14,5
14,5
14,5
14,5
15,21
15,1
15,20
15,26
15,19
15,25
16,13
16,25
16,25
16,13
16,13
16,13
16,13
16,13
18,20
20,17
17,20
19,8
17,11
17,11
18,11
11,21
20,17
24,20
18,17
18,20
18,20
18,4
20,18
18,20
18,17
20,18
18,11
20,18
19,5
19,13
19,20
3,19
19,20
19,14
23,19
19,13
18,20
20,17
4,20
20,4
20,18
20,18
20,18
0,20
18,14
21,12
21,12
21,12
21,12
20,17
11,12
21,12
21,24
11,12
20,17
23,22
23,22
22,24
22,23
3,23
13,23
22,3
22,23
22,24
19,22
23,22
19,13
23,22
23,22
23,22
23,19
24,20
24,20
13,15
20,24
24,21
17,20
25,13
25,16
25,13
25,26
25,26
25,13
25,13
25,6
25,13
25,26
25,15
25,16
26,2
26,2
26,2
26,25
26,15
26,20
26,20
26,25
