top1_class,top2_class
0,4
0,14
18,20
0,1
20,2
0,18
14,0
0,2
0,2
0,2
3,4
1,14
1,0
1,10
1,5
1,14
1,5
1,5
19,3
1,14
2,0
2,0
2,9
26,2
2,4
0,2
2,11
2,18
2,0
19,3
1,19
14,19
3,4
4,3
3,4
3,19
3,4
4,20
4,20
4,20
4,20
4,0
4,0
4,3
4,20
4,20
5,14
5,16
5,14
5,14
5,14
5,14
5,14
5,4
1,5
5,1
5,14
6,10
5,10
6,10
6,10
6,10
6,5
5,0
1,10
1,0
1,14
8,7
8,7
8,7
7,8
8,7
7,8
7,8
8,7
8,7
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,10
9,8
9,7
9,8
9,8
9,8
9,0
9,8
6,1
10,6
10,6
10,6
10,5
10,5
6,10
10,4
10,6
12,11
12,11
11,12
17,11
17,11
12,11
11,12
17,11
11,12
21,24
12,11
12,21
12,21
11,21
12,11
11,12
13,1
13,16
13,16
13,14
13,16
13,1
13,16
18,1
10,6
14,13
14,19
14,5
5,14
5,14
14,5
15,24
15,21
15,20
15,0
15,19
15,22
16,8
16,25
16,25
16,19
16,25
16,9
16,13
16,8
20,17
18,21
17,20
17,19
17,11
17,11
17,11
21,20
17,20
18,24
18,20
18,20
18,11
18,4
18,11
18,20
18,20
18,20
18,11
18,20
19,13
19,22
19,24
3,19
19,24
19,24
22,23
19,20
18,23
20,11
4,20
20,4
18,20
18,20
18,24
18,4
19,18
21,12
21,24
21,12
21,12
17,12
12,11
12,11
21,12
12,11
17,20
19,23
19,22
22,24
22,14
3,19
24,22
22,24
22,24
24,22
19,22
23,22
19,3
23,19
23,22
23,22
23,19
24,20
24,20
13,20
20,4
24,21
24,21
25,16
25,16
25,13
25,26
25,16
25,19
25,19
25,6
25,16
25,26
25,15
25,16
26,2
26,2
26,2
26,15
26,2
26,18
26,4
26,25
