top1_class,top2_class
0,4
14,2
18,11
0,5
26,2
0,2
5,0
0,2
0,2
0,18
4,24
1,14
1,0
1,5
1,5
1,19
1,14
1,6
1,16
1,0
2,0
2,14
2,20
26,2
2,0
2,0
2,1
2,1
2,0
4,3
3,14
14,5
3,4
3,4
3,4
3,4
3,4
4,20
4,20
20,4
4,18
4,3
4,0
3,4
4,18
4,18
5,14
5,6
5,19
5,14
5,14
5,11
5,10
5,0
5,1
1,5
5,14
6,10
5,10
6,10
6,10
6,10
10,6
5,6
6,1
1,6
10,1
8,7
8,7
7,8
9,8
8,9
8,7
7,8
8,9
8,7
7,8
8,7
7,8
8,9
8,7
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
6,1
10,6
10,6
10,5
10,1
10,1
10,6
10,4
10,6
12,11
12,11
11,17
17,11
17,11
11,12
11,12
12,11
11,17
21,19
12,11
11,12
12,11
11,21
12,11
11,12
13,6
13,16
13,14
13,14
13,14
13,6
13,16
14,6
10,14
13,14
14,5
14,5
5,14
5,14
14,19
15,21
15,1
15,24
15,0
15,19
15,25
16,8
16,19
16,13
16,14
16,13
16,8
16,6
16,8
18,11
18,21
17,24
20,17
17,11
17,20
11,17
21,17
17,18
24,18
18,17
18,17
18,12
18,26
18,17
18,17
18,17
18,20
18,11
18,17
19,11
16,13
19,20
19,3
20,24
19,23
22,19
19,24
18,20
20,24
4,20
20,4
18,20
20,18
18,24
17,1
18,14
21,12
21,24
21,12
21,12
11,17
12,11
21,12
21,12
12,21
24,20
22,19
23,19
22,15
22,0
3,19
24,26
22,24
24,21
22,24
19,22
23,22
13,23
23,19
23,24
23,22
23,24
24,21
24,20
13,20
24,20
24,21
24,21
25,26
25,16
25,13
25,26
25,16
25,1
25,19
25,26
25,16
25,26
25,26
25,16
2,26
26,0
26,2
26,25
26,2
26,2
26,18
25,0
