top1_class,top2_class
0,4
14,26
18,20
0,26
2,26
0,2
5,14
0,2
0,2
0,2
4,24
1,0
1,0
1,6
1,5
1,0
1,5
1,6
21,16
1,0
2,10
2,4
2,13
26,18
2,13
0,2
0,1
2,4
2,0
14,19
3,5
14,5
3,4
3,4
3,4
3,4
3,4
18,20
4,18
20,4
4,18
4,0
2,4
4,3
4,18
18,20
5,24
5,6
5,19
5,14
5,14
5,1
5,20
0,5
1,5
1,5
5,14
6,10
5,10
6,13
6,10
6,10
6,1
5,6
1,6
1,0
10,5
8,7
8,7
8,7
7,8
8,9
8,7
7,8
9,8
7,8
7,8
8,7
7,8
8,7
7,8
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,7
9,8
9,8
9,24
9,8
6,1
10,6
10,6
10,6
5,10
10,6
10,6
10,6
10,6
11,12
12,21
11,17
17,11
17,18
11,12
11,21
11,17
11,0
21,24
12,11
21,11
12,21
11,21
12,21
11,21
13,6
13,16
13,16
13,14
13,16
13,6
13,16
14,1
5,6
14,16
14,5
14,16
5,14
5,14
14,5
15,24
15,1
15,24
15,5
15,22
15,25
16,8
16,25
16,25
16,13
16,1
16,8
16,7
16,13
24,20
18,21
17,24
13,11
17,11
17,21
11,17
21,17
17,20
24,18
18,20
18,11
18,20
18,11
18,17
18,17
18,17
18,20
18,20
18,11
19,22
22,16
24,20
3,19
19,24
19,22
22,3
19,20
20,18
20,17
4,20
20,4
18,20
20,18
18,20
18,20
18,22
21,12
21,22
21,3
21,12
20,11
12,21
21,12
21,24
21,11
21,17
22,23
22,19
22,15
22,24
3,22
24,22
22,3
22,15
24,0
22,24
22,23
23,10
23,22
23,22
23,22
23,22
24,18
24,18
20,15
24,11
24,21
20,21
25,26
25,26
25,26
25,26
25,16
25,13
25,26
25,26
25,26
25,26
25,26
25,16
26,2
26,0
26,2
26,0
26,25
26,18
26,2
26,25
