top1_class,top2_class
0,4
14,0
20,18
0,18
2,0
18,0
0,24
0,5
0,2
0,18
4,24
1,0
1,0
1,10
1,5
1,0
1,14
1,10
19,16
1,0
2,6
2,0
2,0
2,26
2,0
0,5
2,0
2,4
2,0
14,3
3,14
14,19
3,4
4,3
3,4
3,19
4,3
20,4
4,18
20,18
4,18
4,3
2,1
4,3
18,20
4,20
5,1
5,6
5,14
5,14
5,14
5,11
5,14
5,4
1,5
1,5
5,14
6,13
5,10
6,10
6,10
6,10
1,10
6,5
10,5
6,1
1,10
8,7
8,7
7,8
8,9
8,9
8,7
7,8
8,9
8,7
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
6,10
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
11,12
12,11
11,17
11,17
17,11
11,12
11,12
12,11
11,12
21,12
12,21
11,21
12,11
11,21
12,11
11,12
13,16
13,16
13,16
13,14
13,16
13,6
13,16
6,14
10,13
13,14
14,5
14,5
14,5
14,5
14,16
15,24
15,1
15,18
15,0
15,19
15,22
16,13
16,22
16,25
16,22
16,13
16,9
16,6
16,6
18,17
17,18
17,24
17,20
17,11
17,11
11,17
21,17
17,20
18,24
20,18
18,20
18,20
18,11
18,17
18,20
18,17
18,20
18,17
18,26
19,13
19,21
20,24
19,3
24,20
19,14
23,22
19,20
20,18
20,11
4,18
20,4
18,20
20,18
18,20
18,17
18,14
21,12
21,18
21,12
21,12
17,20
12,21
12,21
21,19
21,12
24,17
22,23
18,19
22,24
0,14
3,4
24,13
4,22
19,22
22,24
19,22
23,22
23,13
23,19
23,24
23,24
23,24
24,21
24,22
15,18
24,18
24,21
24,23
25,16
25,16
25,13
25,6
25,16
25,16
25,19
25,3
25,16
25,26
25,26
25,16
26,2
26,0
26,2
26,25
26,0
26,18
26,2
25,26
