top1_class,top2_class
0,4
14,16
18,20
0,11
2,0
0,18
1,5
0,6
0,2
0,20
1,24
1,4
1,0
1,10
1,5
1,0
1,14
1,14
1,19
1,0
2,0
2,0
2,13
2,26
2,0
2,5
2,17
2,4
2,0
3,19
3,5
3,14
3,4
4,3
3,4
3,19
4,3
20,4
18,21
4,20
4,18
4,20
4,2
4,3
4,20
4,18
5,14
5,6
5,3
5,14
5,14
5,10
5,14
5,24
5,1
1,5
5,14
6,13
5,6
6,10
6,10
6,10
6,10
0,6
6,1
6,1
1,10
8,7
8,7
7,8
8,9
8,9
8,7
7,8
9,8
8,7
7,8
8,7
7,8
8,7
7,8
7,8
8,7
9,8
9,18
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
6,1
10,6
10,6
10,6
10,5
10,1
10,6
10,6
10,6
11,12
12,11
11,12
17,11
17,11
1,12
11,20
11,12
11,17
21,12
12,21
11,12
12,11
11,21
12,11
11,12
13,16
13,16
13,16
13,14
13,6
13,1
13,16
1,26
14,13
13,14
14,5
14,16
14,5
14,5
14,16
15,21
15,1
15,24
15,0
15,22
15,22
16,13
16,25
16,13
16,18
16,13
16,9
16,13
16,6
24,20
17,24
24,17
24,20
17,11
17,11
11,17
21,17
17,20
18,24
18,20
18,11
18,11
18,4
18,17
18,17
18,17
18,20
18,17
18,11
19,13
19,23
19,20
19,3
20,3
19,23
22,19
19,20
18,20
20,24
4,20
20,4
18,20
20,18
18,20
18,17
18,11
21,12
21,24
21,12
21,12
12,20
21,12
12,21
21,24
21,12
20,24
22,19
19,23
22,9
22,0
3,22
13,20
22,19
22,21
24,0
22,19
23,22
23,13
23,22
23,24
23,24
23,19
24,12
24,20
7,20
20,24
24,21
20,17
25,16
25,16
25,13
25,26
25,16
25,16
25,26
25,6
25,16
25,26
25,26
25,16
26,2
26,0
26,2
26,25
26,25
26,25
26,18
25,26
