top1_class,top2_class
0,4
14,16
18,11
0,1
26,2
0,18
5,0
0,2
0,18
0,11
4,24
1,14
1,6
1,10
1,5
1,14
1,5
1,5
16,19
1,0
2,0
2,0
2,1
2,26
2,4
0,2
2,17
2,4
2,0
19,3
3,14
3,14
3,4
3,4
3,4
3,10
4,3
4,20
18,20
4,20
4,18
4,3
2,0
4,20
4,3
4,20
5,11
5,6
5,14
5,14
14,5
5,11
5,14
5,24
5,1
5,1
5,14
6,13
5,6
6,10
6,13
6,13
6,1
5,1
10,6
1,6
10,5
8,7
8,7
7,8
8,7
8,7
8,7
7,8
9,8
7,8
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
1,6
10,6
10,6
10,5
10,5
10,6
10,6
10,6
10,13
12,11
12,11
11,0
11,17
17,11
12,11
11,12
11,5
11,12
21,12
12,11
11,21
12,11
11,12
12,11
12,11
13,16
13,16
13,16
13,14
13,6
13,6
13,16
5,14
5,3
14,13
14,5
14,5
5,14
14,5
14,5
15,20
15,16
15,5
15,0
15,19
15,25
16,13
16,14
16,25
16,14
16,13
16,8
16,6
16,6
24,20
21,20
17,20
20,24
17,11
17,11
11,17
17,21
17,11
24,18
18,20
18,11
18,11
18,26
18,17
18,20
18,17
18,20
18,20
18,26
19,13
19,5
20,24
19,3
20,19
19,14
22,23
19,13
18,20
20,11
4,18
20,4
18,20
20,18
18,24
18,20
18,14
21,12
21,22
21,12
21,12
17,11
21,11
21,11
21,12
21,12
17,21
19,22
19,23
22,16
22,14
3,19
24,13
22,20
19,22
22,0
19,22
23,22
19,23
23,19
23,24
23,17
23,24
24,18
24,20
13,15
24,0
24,21
20,17
25,26
25,26
25,13
25,6
25,16
25,13
25,26
25,13
25,1
25,15
25,15
25,16
26,2
26,2
26,2
26,25
26,2
26,2
26,20
25,26
