top1_class,top2_class
0,4
0,14
11,18
0,11
0,26
0,18
0,5
0,6
0,1
0,18
24,3
1,14
1,0
1,5
1,5
1,14
5,14
1,14
16,3
1,0
2,0
2,0
2,26
2,26
2,4
0,5
11,0
2,4
2,0
5,3
14,5
3,5
3,4
3,4
3,10
3,10
4,3
20,4
4,3
4,20
4,18
4,3
0,4
4,3
4,3
4,3
5,14
5,19
5,24
5,14
5,14
5,10
5,14
5,0
5,1
5,1
5,14
6,10
5,10
6,10
6,10
6,10
6,10
5,6
1,6
6,1
5,0
8,7
7,8
8,7
9,7
8,9
7,8
7,8
8,9
7,8
7,9
8,7
7,8
8,9
7,9
7,8
8,7
9,8
9,7
9,8
9,8
7,9
9,7
9,8
9,8
9,8
9,8
6,0
10,6
10,6
10,5
10,5
10,5
10,6
10,6
10,6
11,12
12,11
11,5
17,11
11,17
5,11
11,20
11,17
11,12
24,21
12,21
21,11
21,12
11,0
0,11
11,12
13,6
13,16
13,16
14,13
13,1
13,6
13,16
1,6
10,5
14,13
14,5
14,5
5,14
5,14
14,5
15,24
15,16
15,24
15,0
15,19
15,26
16,13
16,25
16,14
16,14
16,13
16,9
16,13
16,13
18,24
21,17
17,20
17,24
17,11
11,17
11,17
21,17
17,11
18,24
18,20
18,11
18,11
18,4
18,11
18,11
18,17
18,20
18,20
18,26
19,11
13,19
24,16
3,4
24,5
19,24
24,18
19,13
18,11
20,24
4,18
20,18
18,20
20,18
18,20
18,1
18,19
21,12
21,24
21,24
21,24
20,18
21,12
12,24
21,12
21,12
17,22
22,19
23,22
22,19
22,14
3,19
13,20
4,22
24,21
24,9
24,22
23,22
23,24
23,22
23,22
23,24
23,24
24,21
24,20
13,3
24,11
24,21
24,17
25,26
25,26
25,13
25,13
25,26
25,26
25,26
25,26
25,26
25,26
25,15
25,16
26,2
26,25
26,2
26,25
26,2
26,24
26,18
25,26
