top1_class,top2_class
4,0
14,1
18,20
0,11
26,5
0,18
26,15
0,2
0,2
0,17
1,5
1,0
1,0
1,13
1,5
1,14
1,5
1,6
19,16
1,14
2,0
2,0
2,26
13,2
2,0
2,0
2,1
2,4
2,0
19,14
3,14
14,5
3,14
4,3
3,4
19,3
4,3
20,4
4,20
20,4
4,20
4,0
2,0
4,3
4,18
18,17
5,14
5,6
5,19
5,14
14,5
5,11
5,14
5,24
5,1
5,1
5,14
6,10
5,10
6,10
6,10
6,10
10,1
6,10
1,10
6,1
14,5
8,9
8,7
8,7
8,9
8,9
8,7
7,8
9,8
8,7
7,9
8,7
8,7
8,7
9,8
7,8
8,7
9,8
9,8
9,8
9,8
9,7
9,8
9,8
9,8
9,8
9,8
10,1
10,6
10,6
10,6
10,6
10,6
10,6
10,4
10,6
12,11
12,11
11,12
11,17
17,11
12,11
11,12
12,11
11,12
21,12
12,11
11,12
12,11
11,0
12,0
11,12
13,16
13,16
13,16
13,14
13,1
13,16
13,16
14,4
5,13
13,14
14,3
14,12
5,14
14,5
14,16
15,12
15,16
15,26
15,9
15,19
15,22
16,13
16,19
16,13
16,13
16,13
16,9
16,9
16,13
20,12
17,21
17,24
17,24
17,11
17,11
17,11
21,12
17,20
24,18
20,18
18,20
18,20
18,26
17,18
18,17
18,17
18,20
18,11
18,17
19,14
19,21
19,24
3,14
19,20
19,14
23,22
19,13
18,20
20,17
4,20
20,4
20,18
20,17
18,20
20,18
18,14
21,12
21,12
21,12
21,12
20,17
11,12
12,21
21,12
21,12
17,24
19,23
23,22
24,22
14,22
3,12
24,13
22,14
19,22
22,23
19,22
23,22
23,5
23,19
23,24
23,13
23,19
24,22
24,17
23,15
24,22
24,14
23,24
25,16
25,26
25,13
25,6
25,16
25,13
25,26
25,6
25,16
25,26
25,16
25,16
26,2
26,2
26,2
26,25
26,2
26,13
26,18
25,26
