top1_class,top2_class
0,4
9,14
18,5
0,11
26,2
0,20
5,0
0,5
0,21
0,18
4,3
1,14
1,6
1,10
1,5
1,0
1,5
1,6
21,16
1,0
2,10
2,14
2,26
2,26
2,4
2,0
2,1
2,4
2,0
19,5
3,5
14,5
3,4
3,4
3,4
3,19
4,3
4,20
18,20
4,20
4,18
4,3
1,2
4,3
4,18
18,4
5,14
5,6
5,3
5,14
5,14
5,10
5,10
5,4
5,1
1,5
5,14
6,13
5,10
6,10
6,10
6,10
6,1
5,10
6,1
1,6
1,6
8,7
8,7
7,8
8,13
8,9
8,7
7,8
8,9
7,8
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,8
9,8
9,8
9,5
9,8
6,5
10,6
10,6
10,5
10,1
10,1
10,6
10,1
10,6
12,11
12,11
11,12
17,11
17,11
11,12
11,12
11,12
11,2
21,12
12,11
11,12
12,11
11,0
12,11
11,12
13,6
13,16
13,16
13,14
13,6
13,6
13,16
6,18
14,6
13,14
14,5
14,16
14,5
14,5
14,16
15,24
15,21
15,16
15,0
15,14
15,24
16,13
16,19
16,9
16,18
16,13
16,9
16,8
16,8
18,8
21,18
17,21
24,20
11,17
17,11
11,17
21,17
17,11
11,18
18,20
18,11
18,11
18,26
18,17
18,20
18,20
18,20
18,17
18,20
19,13
22,21
24,20
3,19
20,21
19,13
23,22
19,13
18,20
20,24
4,20
20,4
18,17
20,18
18,20
18,1
18,14
21,12
21,18
21,12
21,12
11,17
21,12
12,11
21,12
21,12
21,17
19,22
18,22
22,15
22,14
3,19
22,23
22,4
19,21
24,0
22,19
23,22
23,25
23,22
23,24
23,24
23,19
24,22
24,17
13,18
18,24
24,21
24,20
25,26
25,16
25,13
25,26
25,26
25,13
25,19
25,26
25,16
25,26
25,26
25,16
26,2
26,0
26,2
26,25
26,2
26,13
26,18
26,25
