top1_class,top2_class
0,4
14,1
18,11
0,11
26,0
0,18
5,14
0,2
0,4
0,2
4,3
1,14
1,6
1,10
1,5
1,14
1,5
1,5
16,3
1,0
2,10
2,14
2,13
26,2
2,4
0,2
0,2
2,9
2,0
14,5
3,14
14,19
3,14
3,4
3,4
3,19
3,4
4,20
18,9
4,20
4,18
4,3
4,2
3,4
4,20
4,20
5,14
5,14
5,16
5,14
5,14
10,5
5,10
5,4
1,5
5,1
5,14
13,6
5,10
6,13
6,10
6,10
10,6
5,10
1,6
6,1
1,10
8,9
8,7
8,7
8,7
8,9
8,7
8,7
8,9
8,7
7,8
8,7
8,7
8,7
9,8
8,7
8,7
9,8
9,8
9,8
9,8
9,7
9,8
9,8
9,8
9,8
9,8
10,1
10,6
10,6
10,5
10,1
10,13
10,6
10,1
10,6
12,11
12,11
11,12
17,11
11,17
11,12
11,12
11,17
11,0
21,12
12,11
12,11
12,11
11,12
12,11
11,12
13,6
13,16
13,16
13,14
13,1
13,6
13,16
4,18
10,13
13,14
14,5
14,5
5,14
5,14
14,5
15,21
15,21
15,25
15,0
15,19
15,22
16,13
16,25
16,13
16,13
16,1
16,13
16,13
16,13
20,11
18,20
17,24
19,20
17,11
17,11
11,17
21,20
20,17
24,18
18,20
18,20
18,20
18,11
18,20
18,20
18,17
18,20
18,11
18,20
19,13
19,21
19,20
3,19
19,24
19,13
22,23
19,25
18,20
20,4
4,20
20,4
18,20
20,18
18,21
18,21
19,18
21,12
21,24
21,11
21,12
20,17
11,12
12,21
24,21
12,11
17,20
22,19
23,22
22,24
22,14
3,4
24,20
22,4
19,21
22,24
19,22
23,22
19,13
23,22
23,22
23,22
23,19
24,11
24,20
23,3
24,20
24,21
20,18
25,16
25,16
25,13
25,26
25,16
25,13
25,15
25,6
25,16
25,26
25,26
25,16
26,18
26,2
26,2
26,25
26,25
26,25
26,2
26,25
