top1_class,top2_class
0,21
14,26
4,20
0,1
0,2
0,18
0,12
0,5
0,4
0,18
4,3
10,1
1,0
1,10
1,5
1,0
1,5
1,10
16,21
1,0
2,26
2,0
2,26
26,25
2,4
2,0
2,11
2,4
2,0
3,14
14,5
14,5
3,4
4,3
3,10
3,4
3,4
4,3
20,18
20,18
4,18
4,3
4,2
4,3
20,18
4,18
5,14
5,6
5,14
5,14
5,14
5,10
5,10
4,20
5,1
5,10
5,10
6,10
5,10
6,10
6,10
6,10
6,1
5,2
1,10
1,10
10,1
8,7
8,7
7,8
7,8
8,7
7,8
7,8
8,9
7,8
7,8
8,7
7,8
8,7
9,7
7,8
8,7
9,8
9,7
9,8
9,8
7,9
9,7
9,8
9,8
9,8
9,7
6,5
10,5
10,5
10,5
10,6
10,6
10,6
10,6
10,6
11,12
12,11
11,12
17,11
11,17
11,12
11,12
17,11
11,0
21,11
12,21
21,11
12,11
11,0
12,11
11,12
13,16
13,16
13,16
13,14
13,1
13,1
16,13
14,1
10,5
14,16
14,5
14,5
5,14
5,14
14,5
15,24
15,26
15,26
15,2
15,19
15,24
16,13
16,25
16,25
16,1
16,1
16,1
16,6
16,7
18,20
18,21
17,20
17,24
17,11
17,11
17,11
21,17
17,20
18,24
18,20
18,20
18,11
18,20
18,20
18,20
18,17
20,18
18,11
18,20
19,13
19,21
22,20
3,4
14,20
19,23
22,23
19,20
18,20
20,17
4,20
4,20
18,20
18,20
24,18
15,4
20,18
21,12
21,24
21,3
21,12
20,17
21,12
21,12
21,22
12,11
17,21
19,23
23,19
24,22
22,23
3,19
26,20
4,22
21,24
24,22
19,22
23,22
19,3
23,22
23,22
23,24
23,19
24,21
24,20
18,20
20,17
24,21
24,17
25,16
25,26
25,26
25,26
25,26
25,16
25,26
25,26
25,16
25,26
25,26
25,16
26,2
26,2
26,2
26,15
26,25
26,2
26,2
26,25
