top1_class,top2_class
0,4
14,0
18,20
0,11
26,2
0,20
0,14
0,6
0,2
0,11
4,0
1,0
1,6
1,10
1,5
1,14
1,5
1,14
21,3
0,1
2,20
2,14
2,13
2,26
2,14
2,0
2,0
2,4
2,0
14,19
3,5
14,3
3,4
4,3
3,4
3,10
4,3
4,20
4,9
4,20
4,18
4,3
4,0
4,3
4,18
4,18
5,14
5,6
5,14
5,14
5,14
5,10
5,14
5,4
5,1
5,1
5,14
6,10
5,10
6,10
6,10
6,10
6,1
5,10
1,6
6,1
5,25
8,7
8,7
8,7
8,9
8,9
8,7
7,8
8,9
7,8
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,8
9,24
7,8
9,8
9,8
9,8
9,8
9,8
6,10
10,6
10,6
10,5
10,5
10,6
10,6
10,6
10,6
11,12
12,11
11,17
17,11
17,11
11,12
11,12
11,17
11,17
21,12
12,11
11,12
12,21
11,21
12,0
12,11
13,16
13,16
13,16
13,14
13,16
13,16
13,25
14,4
10,14
13,14
14,1
14,19
14,5
14,5
14,5
15,21
15,16
15,3
15,0
15,14
15,22
16,13
16,25
16,25
16,18
16,13
16,13
16,13
16,13
11,21
17,18
17,24
20,24
17,11
11,17
11,18
21,11
17,20
4,24
18,20
18,20
18,20
18,4
18,17
18,20
18,17
18,20
18,11
18,20
19,13
13,21
19,20
19,3
20,24
19,22
22,19
19,3
18,20
20,11
4,6
20,4
18,20
20,18
18,20
18,17
18,14
21,12
21,24
21,12
21,12
20,12
11,12
12,21
21,20
21,12
21,24
19,23
23,24
15,23
22,14
3,19
16,13
4,20
24,19
24,0
19,24
23,22
23,19
23,22
23,22
23,18
23,24
24,21
24,20
3,18
17,11
24,21
24,21
25,16
25,26
25,13
25,26
25,16
25,13
25,19
25,6
25,16
25,26
25,15
25,16
26,2
26,0
26,2
26,2
26,2
26,13
26,18
25,26
