top1_class,top2_class
0,4
14,9
5,11
0,11
2,0
0,18
0,5
0,5
0,4
0,20
1,3
1,0
1,0
1,10
1,5
1,14
1,5
1,10
16,1
1,0
2,0
2,14
2,0
26,2
2,0
0,2
2,0
2,4
2,0
3,19
3,14
14,5
3,14
3,4
3,4
3,10
3,4
4,20
4,18
4,20
4,20
4,3
4,0
4,3
4,18
4,20
5,1
5,16
5,14
5,14
14,5
5,1
5,14
5,14
5,1
1,5
5,10
13,10
5,10
6,10
6,10
6,10
10,6
10,5
1,5
1,6
10,6
8,9
8,7
8,7
7,8
8,7
8,7
7,9
9,8
7,8
7,8
8,7
7,8
8,7
9,8
7,8
8,7
9,8
9,8
9,8
9,8
7,9
9,8
9,8
9,8
9,8
9,8
10,1
10,6
10,6
10,6
10,5
10,6
10,6
10,6
10,6
12,11
12,11
11,4
17,11
17,11
11,12
11,12
2,11
11,0
21,19
12,21
21,12
12,11
0,14
12,0
12,11
13,16
13,16
13,14
13,14
13,16
13,6
13,16
14,6
10,13
13,14
14,5
14,5
14,5
14,5
14,5
15,24
15,16
15,3
15,2
15,22
15,20
16,13
16,13
16,13
16,14
16,13
16,13
16,13
16,13
17,20
20,18
17,24
17,20
17,20
17,20
17,11
21,17
17,20
18,24
18,17
18,20
18,20
18,4
18,17
18,20
18,17
20,18
18,20
18,20
19,13
19,16
19,20
3,19
24,15
19,22
22,19
19,20
18,20
20,17
4,20
20,4
18,20
20,18
18,20
18,20
19,20
21,12
21,24
21,3
21,12
17,20
12,21
12,21
20,22
21,20
17,20
19,22
22,23
20,15
14,22
3,19
24,13
20,4
16,19
9,22
22,19
23,22
19,23
23,22
23,22
23,24
23,19
24,21
24,17
18,3
20,4
24,15
24,20
25,26
25,19
25,26
25,6
25,26
25,15
25,19
25,26
25,16
25,26
25,26
25,16
26,2
26,25
26,2
26,25
26,15
26,13
26,2
26,25
