top1_class,top2_class
4,0
1,14
20,18
0,4
2,26
2,18
5,1
0,4
0,4
0,18
1,15
1,14
1,14
1,10
1,5
1,0
1,5
1,10
16,21
1,22
2,1
2,14
2,18
2,26
2,13
2,0
17,2
2,4
2,0
19,3
3,5
3,14
3,4
3,4
10,3
3,19
3,10
4,20
4,24
4,20
4,18
4,3
4,2
4,3
18,20
18,20
5,1
5,6
10,19
5,11
5,14
5,1
5,11
5,3
1,5
5,1
5,11
6,10
5,6
6,10
6,10
6,10
1,6
5,10
1,10
6,1
5,10
8,9
8,7
8,7
7,8
8,9
8,7
7,8
9,8
7,8
8,7
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,8
9,5
9,8
6,1
6,10
10,6
10,6
10,5
10,5
6,10
10,6
10,6
11,12
12,11
11,17
17,11
17,11
11,12
11,12
17,11
11,17
21,24
12,11
11,12
12,11
11,0
12,0
11,10
13,6
13,16
16,13
13,14
13,1
13,1
13,25
11,26
10,3
14,13
14,5
14,16
14,5
14,5
14,5
15,3
15,1
15,3
15,18
15,22
15,25
16,13
16,25
16,25
16,14
16,26
16,13
16,13
16,13
17,18
17,24
17,11
17,18
17,11
17,11
17,11
17,21
17,18
18,24
18,17
18,17
18,11
4,18
18,17
18,20
18,17
18,20
18,17
18,20
19,3
19,23
19,24
3,4
14,19
19,22
22,23
19,3
18,17
20,17
4,20
20,4
18,17
18,20
18,20
18,15
18,19
21,12
21,22
21,12
21,12
17,11
12,21
12,21
21,19
21,11
24,17
23,22
23,22
22,24
22,4
3,19
26,24
22,24
22,19
17,18
22,19
23,22
23,13
23,22
23,22
23,18
23,18
24,21
24,17
18,20
17,9
24,21
21,24
25,26
25,26
25,13
25,26
25,26
25,13
25,26
25,6
25,26
25,26
25,26
25,26
26,2
26,0
26,2
26,13
26,13
26,18
26,2
26,25
