top1_class,top2_class
0,4
14,1
18,20
0,18
0,2
0,18
14,1
0,2
0,2
0,18
3,4
1,0
1,0
1,10
1,5
1,14
1,5
1,14
1,3
1,0
2,0
2,0
2,26
26,2
2,26
2,0
1,2
2,4
2,0
3,1
3,14
5,14
3,14
3,4
3,4
3,19
3,4
4,20
20,18
20,24
20,4
4,3
4,0
4,3
4,20
20,18
5,1
5,19
5,1
5,14
5,14
5,1
5,1
5,20
5,1
1,5
5,14
10,6
5,10
6,10
6,10
6,10
10,1
5,6
1,10
6,1
1,10
8,9
8,7
7,8
8,7
8,7
7,8
8,7
8,9
7,8
7,8
8,7
7,8
8,7
9,7
8,7
8,7
9,8
9,7
9,8
9,7
7,9
9,7
9,8
9,7
9,8
9,8
6,1
10,6
10,6
10,6
10,6
10,1
6,10
10,6
10,6
12,21
12,21
11,12
17,21
17,12
1,14
11,12
17,12
11,12
21,12
21,12
21,12
21,12
11,0
12,0
12,11
13,1
13,16
13,16
13,14
13,1
13,1
13,16
14,1
10,6
13,14
14,6
14,5
14,5
14,5
14,5
15,24
15,12
15,1
15,10
15,22
15,22
16,13
16,25
16,25
16,1
16,25
16,13
16,13
16,13
20,8
18,20
17,20
17,18
17,21
17,21
17,20
21,20
17,20
24,18
18,20
18,20
18,20
18,20
18,20
18,20
18,17
18,20
18,17
18,20
19,3
19,13
19,20
3,16
3,5
19,13
22,3
19,3
18,20
20,17
4,20
4,20
20,18
20,18
18,20
20,18
19,14
21,12
21,12
21,3
21,12
20,18
21,12
21,12
21,17
21,12
21,22
22,23
22,23
22,3
22,23
3,22
24,13
22,3
22,21
22,24
19,22
23,22
23,3
23,22
23,22
23,22
23,19
24,21
24,22
13,20
21,20
24,21
21,17
25,26
25,16
25,13
25,26
25,26
25,13
25,15
25,6
25,1
25,26
25,26
25,16
26,2
2,26
26,2
26,25
26,25
26,2
26,20
26,25
