top1_class,top2_class
4,0
0,14
20,18
0,2
2,26
0,18
12,5
0,2
0,2
0,18
4,3
1,14
1,6
1,10
1,5
1,0
1,5
1,14
19,16
1,0
2,0
2,4
2,26
2,26
2,5
2,0
2,1
2,4
2,0
3,14
3,14
3,19
3,14
3,4
3,4
3,19
3,4
20,18
4,24
4,20
4,18
4,3
4,2
4,3
20,4
4,18
5,14
5,8
5,14
5,14
5,14
5,10
5,14
5,4
5,1
1,5
5,14
6,13
5,10
6,10
6,10
6,10
6,1
5,6
5,1
6,1
6,10
8,7
8,7
8,7
8,7
8,9
8,7
7,8
8,9
8,7
7,8
8,7
8,7
8,7
7,8
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,8
9,8
9,8
9,10
9,8
6,1
10,6
10,6
10,5
10,1
10,6
10,6
10,6
10,6
11,12
12,21
11,12
11,17
17,11
11,12
11,12
11,12
11,12
19,21
12,11
11,21
12,11
11,0
12,11
12,11
13,16
13,16
13,16
14,13
13,1
13,1
13,16
14,1
10,3
14,13
14,12
14,16
14,5
5,14
14,11
15,21
15,21
15,5
15,11
15,22
15,22
16,13
16,25
16,13
16,13
16,13
16,9
16,13
16,13
18,8
21,24
17,11
24,20
17,11
17,11
11,17
17,21
17,11
18,4
18,24
18,11
18,20
18,26
18,17
18,17
18,17
18,20
18,11
18,11
19,12
19,22
24,19
3,19
24,20
19,22
22,19
19,3
18,20
20,24
4,20
20,4
18,17
20,18
18,20
18,4
19,18
21,12
21,24
21,12
21,12
17,18
21,11
12,21
21,12
12,21
17,24
19,23
19,18
15,22
14,22
3,19
13,26
22,4
22,21
24,0
19,22
23,22
23,17
23,19
23,24
23,24
23,19
24,21
24,20
15,7
24,20
24,21
24,17
25,16
25,26
25,13
25,13
25,16
25,13
25,26
25,6
25,16
25,26
25,26
25,16
2,26
26,2
26,2
26,25
26,15
26,2
26,18
26,25
