top1_class,top2_class
0,4
14,0
18,4
0,18
26,2
0,2
5,0
0,5
0,2
0,18
4,0
1,14
1,0
1,10
1,5
1,14
1,5
1,10
1,16
1,0
2,20
2,0
2,13
26,2
2,4
2,0
2,0
2,18
2,0
14,3
5,1
3,14
3,4
4,3
3,4
3,4
3,4
4,20
18,4
4,20
4,18
4,3
4,2
4,3
4,3
4,18
5,14
5,6
5,14
5,14
5,14
5,1
5,14
5,4
1,14
1,5
5,14
6,13
5,10
6,10
6,10
6,10
1,10
5,0
1,5
1,0
1,5
8,9
8,7
7,8
8,7
8,9
8,7
7,8
8,9
8,7
7,8
8,7
7,8
8,7
7,8
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
6,1
10,6
10,6
10,5
10,1
10,1
10,6
10,1
10,6
11,12
12,11
11,12
11,17
17,11
11,12
11,12
11,12
11,0
21,19
12,11
11,21
12,21
11,21
12,5
11,12
13,6
13,16
13,16
13,14
13,16
13,18
13,16
4,14
14,5
13,14
14,5
14,5
14,5
14,5
14,16
15,24
15,21
15,24
15,11
15,19
15,20
16,13
16,25
16,13
16,13
16,13
16,9
16,13
16,13
17,11
17,18
17,11
24,20
17,11
17,11
11,17
11,17
17,11
18,24
18,20
18,20
18,12
4,18
17,18
18,17
18,17
20,18
18,11
18,26
19,13
19,22
19,24
19,3
24,19
19,21
23,22
19,20
18,20
20,24
4,2
20,4
18,17
20,18
18,20
18,20
18,19
21,12
21,18
21,12
21,24
17,12
11,21
21,12
21,11
12,21
21,20
22,19
22,23
22,23
22,4
3,10
24,26
22,20
19,24
24,0
22,19
23,22
23,24
23,19
23,24
23,20
23,24
24,21
24,18
20,18
24,22
24,21
24,20
25,26
25,16
25,13
25,26
25,16
25,19
25,19
25,26
25,26
25,26
25,26
25,16
26,2
26,0
26,2
26,25
26,15
26,25
26,18
25,0
