top1_class,top2_class
0,4
0,14
2,18
0,11
0,2
0,18
5,14
0,1
0,2
0,18
3,4
1,14
1,0
1,10
1,5
1,14
1,5
1,14
16,1
1,0
2,0
2,0
2,0
2,26
2,24
2,0
2,0
2,4
2,0
14,3
14,3
14,5
3,4
4,3
3,4
3,4
4,3
4,20
4,3
4,20
4,18
4,3
4,2
4,3
4,20
20,4
5,14
5,24
5,24
5,14
5,14
5,10
5,14
24,5
5,1
5,1
5,14
6,10
5,6
6,10
6,10
6,10
6,1
5,6
1,6
6,1
1,10
8,9
8,7
7,8
8,7
8,9
8,7
7,8
8,9
8,7
7,8
8,7
7,8
8,7
7,8
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,7
9,8
9,8
9,8
9,8
10,1
10,6
10,6
10,6
10,5
10,5
6,10
10,6
10,6
12,11
12,21
11,0
17,21
11,17
11,21
11,12
17,11
11,17
21,16
12,21
11,12
12,11
11,21
12,11
11,12
13,16
13,16
13,16
13,14
13,16
13,1
13,16
14,4
14,10
13,14
14,5
14,5
14,5
5,14
14,5
15,22
15,16
15,24
15,22
15,22
15,22
16,13
16,25
16,25
16,13
16,25
16,25
16,13
16,13
20,8
17,21
17,24
17,19
17,11
17,11
17,11
21,12
17,20
24,18
18,17
18,20
18,20
18,20
18,17
18,17
17,18
20,18
11,20
18,20
19,11
19,13
24,20
3,19
24,19
19,11
3,22
19,13
20,18
20,17
4,3
20,4
18,20
20,18
18,20
18,20
19,18
21,12
21,24
21,12
21,12
20,17
21,12
21,24
21,12
11,12
17,20
23,22
23,19
16,7
22,4
3,19
23,20
3,22
16,19
24,21
19,24
23,22
23,19
23,22
23,22
23,22
23,22
24,21
24,20
2,20
17,24
24,21
21,24
25,16
25,16
25,13
25,26
25,26
25,16
25,19
25,6
25,16
25,1
25,16
25,16
2,26
2,26
26,2
26,25
26,25
26,2
26,2
25,26
