top1_class,top2_class
0,4
2,0
18,20
0,26
2,0
0,18
5,0
0,2
0,2
0,18
4,3
1,0
1,6
1,10
1,5
1,14
1,5
1,6
16,19
1,0
2,0
2,0
2,13
26,2
2,5
2,5
2,1
2,4
2,0
3,5
1,14
14,19
3,4
3,4
3,4
3,4
3,4
4,20
4,18
20,4
4,18
4,3
0,2
4,3
4,18
4,18
5,14
5,6
5,14
5,14
5,14
5,11
5,14
5,10
1,5
1,5
5,14
6,10
5,10
6,10
6,10
6,10
6,10
5,10
1,0
6,1
10,1
8,7
8,7
7,8
8,7
8,9
8,7
7,8
8,9
8,7
7,8
8,7
8,7
8,7
7,8
7,8
8,7
9,8
9,8
9,8
9,8
8,7
9,8
9,8
9,8
9,8
9,8
1,0
10,6
10,6
10,6
10,1
10,5
10,6
10,1
10,6
11,12
12,11
11,18
17,11
17,11
11,12
11,12
17,11
11,12
21,12
12,21
11,21
12,11
11,21
12,5
21,11
13,6
13,16
13,16
13,14
13,16
13,6
13,16
14,4
10,6
14,16
14,5
14,16
14,5
14,5
14,16
15,24
15,21
15,24
15,0
15,19
15,25
16,13
16,25
16,25
16,25
16,13
16,13
16,13
16,13
8,24
17,18
17,11
11,17
17,24
17,21
11,17
21,17
17,20
18,24
20,18
18,11
18,4
18,11
18,17
18,17
18,17
18,20
18,20
18,20
19,13
19,22
20,18
3,19
20,24
19,24
19,22
13,25
18,20
20,17
4,20
4,20
18,20
20,18
18,20
18,4
18,20
21,12
21,24
21,12
21,12
20,17
12,11
12,21
21,11
21,20
20,17
19,23
22,19
22,24
0,14
3,19
24,13
22,20
24,19
24,0
19,24
23,22
17,23
23,19
23,22
23,24
23,24
24,11
24,17
13,24
24,20
24,21
24,21
25,16
25,16
25,13
25,13
25,16
25,16
25,26
25,26
25,16
25,26
25,16
25,16
26,2
26,0
26,2
26,25
26,25
26,25
26,2
25,26
