top1_class,top2_class
4,0
9,2
18,11
0,18
2,26
18,0
5,4
0,2
0,4
0,18
4,18
1,0
1,0
1,10
1,5
1,0
1,5
1,14
1,19
1,4
2,0
2,0
2,4
26,20
2,0
2,0
1,2
2,18
2,0
3,14
3,1
14,3
3,4
3,4
3,4
3,19
4,3
20,4
4,24
4,20
4,18
4,3
2,4
3,4
4,18
20,18
5,14
5,6
5,1
5,14
5,19
5,1
5,1
5,24
5,1
1,5
5,14
6,10
5,1
6,10
6,10
6,10
6,10
0,5
6,1
6,1
1,5
8,7
8,7
7,8
8,7
8,7
8,7
7,8
8,9
8,7
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,8
9,8
7,9
9,8
9,8
9,8
9,20
9,8
6,10
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
11,12
12,11
11,12
17,11
17,11
11,12
11,18
11,12
11,12
21,12
12,11
11,21
12,21
11,12
12,0
11,12
13,6
13,16
13,14
13,14
13,1
13,6
13,16
11,5
14,10
14,13
14,5
14,19
5,14
5,14
14,5
15,24
15,1
15,3
15,0
15,19
15,24
16,1
16,25
16,25
16,14
16,13
16,13
16,13
16,13
17,20
18,21
17,24
20,24
17,11
17,11
11,17
17,21
17,11
18,24
18,20
18,20
18,11
18,4
17,18
18,20
18,17
20,18
18,20
18,20
19,11
19,22
24,20
3,19
20,24
19,22
22,24
19,3
18,20
20,24
4,20
20,18
18,20
20,18
18,24
18,17
18,19
21,12
21,24
21,3
21,12
21,17
12,21
12,20
21,12
21,12
17,24
22,19
22,23
24,22
22,14
3,19
24,13
22,4
19,22
24,0
22,24
23,22
23,24
23,19
23,24
23,24
23,24
24,11
24,20
3,26
20,24
24,21
20,24
25,16
25,16
25,13
25,13
25,16
25,13
25,15
25,26
25,16
25,26
25,15
25,16
26,2
26,2
26,2
26,25
26,25
26,18
26,2
25,26
