top1_class,top2_class
0,4
9,26
18,4
0,4
26,2
0,18
5,13
0,11
0,2
0,11
3,6
1,14
1,6
1,10
1,5
1,14
1,5
1,6
1,16
1,22
2,26
2,0
2,20
2,13
2,9
2,0
2,0
2,4
2,0
3,14
3,5
14,19
3,19
3,4
3,4
3,19
3,4
20,4
4,18
4,20
4,18
4,0
2,0
4,3
4,3
4,20
5,14
5,6
16,5
5,14
14,5
5,10
5,10
5,14
5,1
5,1
5,10
6,13
5,10
6,5
6,10
6,10
1,6
5,6
6,5
1,6
5,10
8,9
8,7
7,8
7,8
8,7
8,7
7,8
9,8
8,7
7,8
8,7
7,8
8,7
7,8
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,8
9,5
9,8
6,5
6,10
10,6
10,5
10,5
10,6
6,10
10,6
10,6
12,11
12,11
11,12
17,11
17,11
11,12
11,0
11,2
11,12
19,21
12,11
11,21
12,11
11,21
12,11
11,12
13,16
13,16
13,14
13,14
13,14
13,16
13,16
14,13
5,14
14,13
14,13
14,5
14,19
14,5
14,19
15,24
15,21
15,3
15,11
15,22
15,0
16,13
16,25
16,13
16,14
16,13
16,13
16,13
16,25
17,24
24,17
17,11
17,20
17,11
17,11
11,17
21,11
17,20
20,24
18,20
18,11
18,11
18,26
18,17
18,17
18,4
20,18
18,11
18,11
19,14
19,21
19,20
3,19
14,19
19,22
22,10
19,3
18,20
20,17
4,20
20,4
18,20
18,20
18,21
17,18
18,14
21,12
21,22
21,12
21,12
18,20
11,21
12,11
21,12
21,12
17,21
19,22
23,22
9,22
14,22
3,19
22,13
22,4
19,24
22,24
19,22
23,22
13,17
23,19
23,22
23,22
23,24
24,21
11,2
26,20
24,20
24,21
17,21
25,26
25,16
25,16
25,13
25,16
25,15
25,19
25,6
25,13
25,26
25,15
25,16
26,2
26,0
26,15
26,25
26,2
26,7
26,2
25,26
