top1_class,top2_class
0,4
14,0
18,20
0,26
2,26
0,2
0,14
0,5
0,1
0,20
4,3
1,0
1,0
1,10
1,5
1,0
1,5
1,10
21,19
1,0
2,0
2,0
2,0
26,2
2,0
0,2
2,0
2,4
2,0
3,4
3,1
3,14
3,4
4,3
3,4
3,19
3,4
20,4
18,20
4,20
20,18
4,0
0,2
4,3
20,4
4,20
5,14
5,16
5,19
5,14
5,14
5,1
5,14
5,20
1,5
5,1
5,14
6,10
5,6
6,10
6,10
6,1
10,6
5,0
1,6
1,6
1,10
8,7
8,7
8,7
7,8
8,7
8,7
7,8
8,9
8,7
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
1,5
10,6
10,6
10,6
10,1
10,1
10,6
10,1
10,6
12,21
12,11
11,17
17,21
17,11
12,11
11,12
17,0
11,17
19,21
12,21
21,11
21,12
21,11
12,0
12,11
13,1
13,16
13,16
13,14
13,1
13,1
13,16
14,1
10,6
14,13
14,1
14,19
14,5
14,5
14,19
15,21
15,25
15,25
15,0
15,19
15,22
16,13
16,25
16,25
16,25
16,25
16,13
16,13
16,13
18,20
24,20
17,24
24,19
17,21
17,21
17,11
21,20
17,21
24,18
18,20
18,20
18,20
18,20
18,20
18,20
18,20
20,18
11,18
18,26
19,13
19,25
24,19
3,4
24,15
19,24
22,19
19,25
18,20
20,17
4,20
20,4
20,18
20,18
18,20
18,20
18,19
21,12
21,24
21,12
21,12
20,17
21,12
21,12
21,24
21,12
21,17
22,23
23,19
24,22
22,23
19,3
24,20
22,20
19,21
24,22
19,22
23,22
19,16
23,22
23,22
23,22
23,24
24,21
24,20
15,14
20,17
24,21
20,21
25,26
25,26
25,13
25,26
25,26
25,26
25,26
25,26
25,26
25,26
25,26
25,26
26,2
26,25
26,2
25,1
26,25
26,25
26,18
25,26
