top1_class,top2_class
0,4
14,0
18,5
0,1
2,26
0,18
0,1
0,2
0,1
0,18
4,3
1,14
1,6
1,10
1,5
1,0
1,5
1,6
16,19
1,0
2,6
2,0
2,1
2,26
2,0
0,2
2,0
2,4
2,0
19,3
3,14
14,5
3,4
3,4
3,4
3,19
3,4
18,10
4,24
4,20
4,20
4,6
2,0
4,3
4,18
18,20
5,14
5,6
5,3
5,14
14,5
5,10
5,14
5,20
1,10
1,10
5,10
6,10
6,5
6,10
6,10
6,10
6,1
10,5
6,1
6,1
1,6
8,7
8,7
7,8
8,9
8,7
7,8
7,8
9,8
7,8
7,8
8,7
7,8
8,7
9,8
7,8
8,7
9,8
9,8
9,5
9,8
7,8
9,7
9,8
9,8
9,5
9,8
6,1
10,6
10,6
10,6
10,1
10,6
10,6
10,6
10,6
11,12
12,11
11,0
17,11
11,17
11,12
11,0
11,17
11,2
21,19
12,21
21,11
11,12
0,11
12,11
11,12
13,16
13,16
13,16
13,14
13,16
13,1
13,16
14,1
10,5
14,13
14,5
14,5
14,5
14,5
14,16
15,24
15,25
15,6
15,0
15,19
15,25
16,13
16,25
16,25
16,25
16,13
16,9
16,2
16,7
18,24
18,21
17,20
20,17
17,11
11,17
11,17
21,11
17,11
24,18
18,20
18,17
18,20
18,20
18,17
18,20
18,17
18,20
18,11
18,26
19,22
19,21
24,19
3,19
24,19
19,22
19,22
19,22
18,20
20,17
4,2
4,20
18,17
18,20
18,21
18,1
18,20
21,11
21,24
21,12
21,12
20,18
21,11
21,11
21,11
21,11
21,18
19,22
22,19
24,22
1,0
3,22
22,23
22,20
19,22
24,22
19,22
23,22
13,17
23,22
23,22
23,24
23,22
24,21
24,20
13,18
24,20
24,21
24,21
25,16
25,16
25,16
25,26
25,26
25,16
25,19
25,26
25,16
25,19
25,26
25,16
26,2
26,2
26,2
26,25
26,2
26,2
2,26
25,26
