top1_class,top2_class
0,4
14,9
18,4
0,26
2,26
0,18
5,0
0,5
0,2
0,18
4,6
1,14
1,6
1,10
1,5
1,0
1,5
1,6
19,21
1,0
2,6
2,0
2,13
20,26
2,0
2,0
2,0
2,18
2,0
19,3
3,5
3,5
3,4
3,4
3,4
3,19
4,3
4,20
4,9
4,20
4,18
4,3
2,0
3,4
4,3
4,18
5,1
5,6
5,1
5,14
5,14
5,10
5,14
5,4
5,1
1,5
5,14
6,13
5,6
6,13
6,10
6,10
1,6
5,6
6,10
6,1
5,10
8,7
8,7
7,8
8,7
8,7
8,7
7,8
9,8
8,7
7,8
8,7
7,8
8,7
8,9
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,8
9,0
9,8
6,10
10,6
10,6
10,6
10,1
10,1
10,6
10,1
10,6
12,11
12,11
11,12
17,11
17,11
11,12
11,12
12,11
11,12
21,12
12,21
11,12
12,11
11,21
12,11
11,12
13,6
13,16
13,14
13,14
13,6
13,14
13,16
26,1
14,3
13,14
14,1
14,5
5,14
14,5
14,11
15,21
15,21
15,5
15,5
15,19
15,25
16,13
16,14
16,8
16,14
16,13
16,8
16,13
16,8
20,8
21,17
24,17
24,20
17,11
17,11
11,17
21,12
17,11
24,18
18,20
18,17
18,11
18,26
18,17
18,20
18,17
18,20
18,11
18,20
19,13
19,5
24,21
19,3
24,20
19,21
23,22
19,13
18,20
20,17
4,3
20,4
18,20
20,18
18,24
20,18
19,14
21,12
21,24
21,12
21,12
20,17
12,21
12,11
21,12
12,21
24,17
19,22
23,22
22,24
22,14
3,11
24,16
22,4
24,19
24,22
22,19
23,22
24,23
23,24
23,22
23,24
23,24
24,21
24,21
13,20
24,20
24,21
24,18
25,26
25,16
25,13
25,6
25,16
25,19
25,26
25,26
25,26
25,26
25,26
25,26
26,2
26,25
26,2
26,25
26,15
26,18
26,2
25,26
