top1_class,top2_class
0,4
0,2
0,2
0,2
2,26
0,20
5,0
0,2
0,2
18,0
4,3
1,0
1,0
1,10
1,5
1,14
1,5
1,5
1,16
1,0
2,0
2,0
2,26
26,2
2,26
2,0
11,17
2,4
2,0
5,14
14,1
14,5
3,4
4,3
3,4
3,14
3,4
4,20
20,18
20,18
20,4
4,0
0,4
4,3
4,20
4,20
5,14
16,13
5,14
5,14
5,14
10,5
5,14
5,10
5,1
1,5
5,14
10,6
5,10
6,10
6,10
6,1
6,10
10,5
1,5
1,6
1,5
8,7
8,7
8,7
9,8
8,7
8,7
7,8
8,9
8,7
7,8
8,7
8,7
8,7
9,7
8,7
8,7
9,8
9,7
9,8
9,8
8,7
9,8
9,8
9,8
9,8
9,8
10,1
10,6
10,6
10,6
10,5
10,5
10,6
10,6
10,6
12,11
12,11
11,17
17,11
11,17
11,1
11,12
11,17
11,17
21,19
12,11
21,11
11,12
11,12
12,11
12,11
13,10
13,16
13,16
13,14
13,16
13,6
13,16
11,14
10,5
14,16
14,5
14,5
5,14
5,14
14,5
15,24
15,1
15,26
15,1
15,19
15,24
16,13
16,13
16,13
16,13
16,13
16,13
16,13
16,13
20,8
20,17
20,17
19,20
17,23
17,11
17,11
21,12
17,20
24,18
18,20
18,20
18,11
18,20
18,17
18,20
18,20
20,18
17,20
18,20
19,13
19,5
19,22
3,4
24,14
19,23
10,23
19,13
18,20
20,24
4,20
4,20
17,20
20,18
18,20
15,18
18,20
21,12
21,24
21,12
21,12
20,17
21,11
11,21
21,24
11,21
17,20
19,22
23,22
24,23
14,22
3,19
22,23
4,3
21,24
24,23
22,19
23,13
19,23
23,22
23,22
23,22
23,22
24,21
24,17
13,20
24,20
24,12
21,17
25,16
25,16
25,13
25,26
25,16
25,13
25,26
25,26
25,16
25,26
25,26
25,16
26,2
26,2
26,2
26,25
26,16
26,2
26,18
26,0
