top1_class,top2_class
0,4
14,24
18,20
0,11
26,2
0,18
5,0
0,2
0,2
0,20
3,4
1,0
1,0
1,10
1,14
1,0
1,5
1,14
1,16
1,0
2,0
2,0
2,0
26,13
2,24
2,0
2,0
2,4
2,0
3,1
3,14
14,5
3,4
3,4
3,4
3,4
3,4
4,20
4,3
4,20
4,20
4,3
4,0
3,4
4,3
4,20
5,14
5,6
3,5
5,14
5,14
5,10
5,14
5,4
5,14
1,5
14,5
6,13
5,14
6,10
6,10
6,10
6,1
6,5
1,6
6,1
5,10
8,7
8,7
8,7
8,7
8,7
8,7
7,8
8,9
8,7
7,8
8,7
8,7
8,7
8,7
7,8
8,7
9,8
8,7
9,8
9,8
8,7
8,7
9,8
9,8
9,8
9,8
6,1
10,6
10,6
10,6
10,5
10,6
6,10
10,1
10,6
12,11
12,11
11,4
17,11
17,11
14,11
11,12
17,20
11,12
21,12
12,11
21,11
12,11
11,12
12,11
11,12
13,6
13,16
13,16
13,14
13,16
13,6
13,16
14,5
3,10
14,13
14,3
14,5
14,5
14,5
14,16
15,22
15,1
15,1
15,0
15,22
15,22
16,13
16,25
16,14
16,14
16,13
16,13
16,13
16,13
20,17
17,18
17,24
17,20
17,11
17,11
17,11
21,17
17,20
18,24
18,20
18,20
18,20
18,20
18,17
18,20
18,20
20,4
18,11
18,26
19,14
21,16
22,18
3,19
24,19
19,23
23,22
13,3
18,20
20,17
4,3
4,20
17,18
20,18
18,24
18,4
18,11
21,12
21,24
21,3
21,12
17,20
21,12
12,21
21,24
21,11
17,20
22,23
23,22
15,22
22,23
3,23
13,20
22,4
22,24
24,0
22,23
23,22
23,3
23,22
23,22
23,22
23,22
24,21
24,21
13,15
24,17
24,21
24,20
25,16
25,16
25,16
25,6
25,16
25,13
25,19
25,20
25,16
25,26
25,26
25,16
26,2
26,2
26,2
26,25
26,25
26,13
26,20
25,16
