top1_class,top2_class
0,4
9,14
18,20
0,1
2,0
18,0
0,1
0,10
0,2
0,11
4,24
1,14
1,0
1,10
1,5
1,0
1,14
1,10
16,1
1,24
2,10
2,14
2,26
26,2
2,1
0,2
2,0
2,4
2,0
19,14
3,5
14,3
3,1
4,3
3,4
19,3
4,3
4,20
4,18
4,20
4,18
4,3
0,4
4,3
4,18
4,20
5,1
5,6
5,1
5,14
5,14
5,10
5,14
5,0
1,5
1,5
5,14
6,13
5,10
6,10
6,13
6,1
10,1
1,6
1,6
6,1
1,6
8,7
8,7
7,8
8,7
8,9
8,7
7,8
8,9
7,8
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,20
9,13
9,8
8,7
9,8
9,8
9,8
9,8
9,8
6,1
10,6
10,6
10,6
10,5
10,1
10,6
10,1
10,6
11,12
12,11
11,12
17,11
17,11
11,1
11,12
11,2
11,0
21,12
12,11
11,12
12,11
11,12
12,11
11,12
13,16
13,16
13,16
13,14
13,1
13,1
13,16
1,14
10,5
14,13
14,5
14,5
14,5
5,14
14,16
15,21
15,25
15,3
15,11
15,19
15,24
16,13
16,25
16,13
16,14
16,13
16,9
16,13
16,13
17,18
17,21
17,24
17,24
17,11
17,11
11,17
17,21
17,20
24,18
18,20
18,20
18,11
18,20
17,18
18,17
18,17
18,20
18,20
18,20
19,13
19,22
24,19
3,16
24,19
19,23
19,18
19,13
20,18
20,17
4,20
20,4
18,17
20,18
18,20
18,20
18,22
21,12
21,24
21,3
21,12
20,17
21,12
21,12
21,11
21,20
17,21
19,5
22,19
22,20
22,0
3,19
20,24
22,4
24,16
24,22
19,22
23,22
13,17
23,24
23,22
23,22
23,19
24,11
24,17
23,14
24,17
24,21
21,20
25,16
25,26
25,13
25,26
25,26
25,13
25,1
25,14
25,1
25,1
25,26
25,16
2,26
26,0
26,2
26,25
26,25
26,18
26,18
25,26
