top1_class,top2_class
0,4
14,9
0,18
0,6
0,2
0,18
14,5
0,5
0,2
0,18
3,4
1,6
1,6
1,10
1,14
1,19
1,5
1,6
16,1
1,15
2,5
2,0
2,0
26,2
2,0
2,0
2,17
2,4
2,0
3,10
3,1
14,5
3,4
3,4
3,4
3,19
3,4
4,20
18,20
4,20
4,18
4,0
2,4
3,4
4,18
4,18
5,14
5,14
5,14
5,14
5,14
10,5
5,10
5,4
5,1
5,1
5,14
6,10
5,10
6,10
6,10
6,10
6,10
5,10
1,10
6,1
1,10
8,7
8,7
8,7
7,8
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
9,8
8,9
9,8
9,8
7,8
8,9
9,0
9,8
9,0
9,8
6,1
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
12,11
12,11
11,12
17,21
11,17
11,10
11,12
17,11
11,12
12,21
12,21
21,11
12,21
4,11
12,11
11,12
13,16
13,16
13,16
13,14
13,6
13,6
16,13
14,6
6,10
13,14
14,6
14,5
14,5
14,5
14,5
15,24
15,21
15,3
15,12
15,19
15,25
16,13
16,25
16,25
16,25
16,25
16,25
16,25
16,13
8,17
21,17
21,17
8,19
17,21
17,11
17,11
21,17
17,20
18,20
18,11
18,17
18,11
18,20
18,17
18,20
18,17
18,26
11,18
26,18
19,22
19,5
19,22
3,4
19,14
19,22
19,22
19,3
18,20
20,17
4,20
20,4
18,17
18,20
18,22
18,12
19,18
21,12
21,12
21,12
21,12
17,11
21,12
11,12
21,24
11,12
21,17
19,23
22,23
22,19
4,22
3,19
22,23
4,22
16,19
24,22
22,19
23,22
19,23
23,22
23,22
23,24
23,19
24,22
20,18
13,8
17,21
24,21
21,17
25,16
25,16
25,13
25,6
25,16
25,19
25,19
25,6
25,16
25,26
25,26
25,19
18,0
2,26
26,18
26,25
26,25
26,20
26,18
25,26
