top1_class,top2_class
0,4
14,24
18,20
0,1
26,2
0,18
5,21
0,6
0,18
0,20
4,3
1,14
1,6
1,10
1,5
1,14
1,5
1,10
21,1
1,0
2,0
2,4
2,26
26,2
2,4
0,4
2,1
2,4
2,0
3,19
3,5
3,14
3,4
4,3
3,4
3,4
4,3
4,20
4,18
4,20
4,18
4,3
2,0
4,3
4,20
4,20
5,14
5,6
5,1
5,11
5,14
5,11
5,6
5,4
5,1
1,5
5,14
6,13
5,6
6,13
6,10
6,10
6,10
10,5
10,1
6,10
10,1
8,7
8,7
7,8
8,7
8,7
8,7
7,8
9,8
8,7
7,8
8,7
7,8
8,7
7,9
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,8
9,18
9,8
10,6
10,6
10,6
10,6
10,5
10,5
6,10
10,19
10,6
11,12
12,11
11,5
17,11
17,11
11,12
11,12
11,12
11,0
21,12
11,12
11,12
11,12
11,12
12,11
11,12
13,10
13,16
13,16
13,14
13,16
13,14
13,16
14,11
10,6
14,13
14,5
14,5
14,1
14,5
14,5
15,21
15,16
15,1
15,0
15,22
15,20
16,13
16,25
16,25
16,14
16,13
16,9
16,13
16,7
17,20
18,21
24,17
24,17
17,11
17,11
11,18
21,17
17,20
24,18
18,20
18,11
18,12
18,11
18,11
18,20
18,20
18,20
18,20
18,20
19,22
19,21
20,24
3,19
21,3
19,23
23,24
19,13
18,20
20,17
4,18
20,4
18,17
20,18
18,20
18,26
18,14
21,11
21,24
21,24
21,12
20,17
21,12
12,11
21,12
12,21
21,20
19,5
23,18
22,20
0,4
3,19
24,20
4,22
24,21
22,0
24,19
23,22
24,19
23,19
23,24
23,24
23,19
24,11
24,11
18,12
17,24
24,21
24,17
25,16
25,16
25,13
25,13
25,16
25,19
25,19
25,26
25,16
25,26
25,26
25,16
26,2
26,25
26,2
26,25
26,25
26,2
26,2
25,26
