top1_class,top2_class
0,4
14,9
18,20
0,26
2,0
18,0
5,0
0,1
0,2
0,18
4,3
1,14
1,0
1,10
1,5
1,0
1,14
1,14
16,19
1,0
2,0
2,14
2,26
26,2
2,0
5,0
2,0
2,18
2,0
3,19
3,14
14,19
3,4
4,3
3,4
3,19
4,3
4,20
9,18
20,4
4,20
4,20
0,2
4,3
4,18
4,3
5,14
5,6
5,24
5,14
5,14
5,11
5,14
5,4
1,5
5,1
5,14
6,13
5,14
6,10
6,10
6,10
1,10
5,0
5,1
6,13
10,1
8,7
8,7
7,8
8,7
8,9
8,7
7,8
8,9
8,7
7,8
8,7
7,8
8,7
8,7
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,8
9,8
9,13
9,8
9,8
6,13
10,6
10,6
10,5
10,1
10,1
6,10
10,6
10,6
11,12
12,11
11,17
17,11
17,11
11,12
11,12
11,2
11,12
21,12
12,11
11,12
12,11
11,21
12,5
12,11
13,6
13,16
13,16
13,14
13,16
13,6
13,16
6,1
5,12
14,13
14,19
14,5
14,5
14,5
14,5
15,24
15,16
15,3
15,0
15,19
15,3
16,13
16,1
16,25
16,1
16,13
16,9
16,13
16,13
8,20
20,24
17,24
19,20
17,11
17,11
11,17
21,17
17,18
24,18
18,20
18,11
18,20
18,20
18,17
18,20
18,17
20,18
18,20
18,20
19,13
19,22
24,19
3,19
19,24
19,23
19,22
19,13
18,20
20,17
4,20
20,4
18,20
20,18
18,20
20,1
14,18
21,12
21,24
21,12
21,12
17,11
21,12
12,21
21,11
21,11
24,17
19,22
23,22
22,20
14,19
3,19
22,13
19,22
21,24
24,18
22,19
23,22
23,24
23,24
23,24
23,22
23,24
24,21
24,20
20,13
24,20
24,21
24,20
25,26
25,16
25,13
25,26
25,16
25,13
25,15
25,6
25,16
25,19
25,26
25,16
26,20
26,2
26,2
26,25
26,25
26,18
26,18
25,26
