top1_class,top2_class
0,4
14,9
18,20
0,1
26,2
0,2
5,0
0,5
0,2
0,2
4,3
1,0
1,0
1,10
1,5
1,14
1,5
1,6
16,19
1,4
2,11
2,14
2,0
2,26
2,0
5,0
2,1
2,4
2,0
4,5
3,14
14,5
3,4
4,3
3,4
3,19
4,3
4,20
4,18
4,20
4,18
4,0
4,0
4,3
4,20
4,18
5,14
5,8
5,14
5,14
5,14
5,10
5,14
5,4
5,1
1,5
5,14
6,10
5,10
6,10
6,10
6,10
6,1
5,0
6,1
6,1
10,1
8,7
8,7
7,8
8,7
8,9
8,7
7,8
8,9
7,8
7,8
8,7
7,8
8,7
7,8
7,8
8,7
9,8
9,8
9,8
9,8
7,8
9,8
9,8
9,8
9,8
9,8
6,10
10,6
10,6
10,6
10,1
10,1
10,6
10,6
10,6
11,12
12,11
11,12
17,11
17,11
11,12
11,12
11,12
11,12
21,16
12,21
11,21
12,11
11,12
12,0
11,12
13,6
13,16
13,16
13,14
13,1
13,6
13,16
14,1
5,10
14,13
14,5
14,16
5,14
5,14
14,5
15,24
15,21
15,5
15,0
15,19
15,22
16,13
16,25
16,25
16,18
16,13
16,9
16,6
16,13
8,18
18,21
11,17
20,24
17,11
17,11
11,18
17,21
17,20
18,24
20,18
18,20
18,11
18,4
18,17
18,20
18,17
18,20
18,20
18,26
19,13
19,18
24,20
3,19
24,19
19,22
23,22
19,20
18,20
20,17
4,20
20,4
18,17
20,18
18,24
18,4
18,19
21,12
21,24
21,3
21,12
11,17
12,21
12,11
21,12
12,11
21,17
19,22
23,19
22,24
14,22
3,23
13,20
4,22
19,21
24,0
22,19
23,22
19,23
23,19
23,24
23,24
23,24
24,21
24,21
3,18
24,9
24,21
24,20
25,16
25,26
25,13
25,1
25,16
25,26
25,19
25,26
25,16
25,26
25,26
25,16
26,18
26,2
26,2
26,25
26,25
26,18
26,18
25,26
