top1_class,top2_class
0,4
0,2
18,4
0,5
2,26
18,0
0,5
0,5
0,2
0,20
4,24
1,14
1,6
1,10
1,5
1,0
1,5
1,6
16,1
1,0
2,20
2,0
2,18
2,26
2,4
2,0
2,17
2,18
2,0
19,14
3,5
14,5
3,14
3,4
3,4
19,3
4,3
20,4
18,9
20,4
4,20
4,20
0,2
4,3
4,20
4,20
5,14
5,6
5,1
5,14
5,14
5,10
5,14
5,24
5,1
5,1
5,14
6,10
5,6
6,10
6,10
6,10
6,10
6,5
6,1
1,6
6,1
8,7
8,7
7,8
8,7
8,9
8,7
7,8
8,9
8,7
7,8
8,7
8,7
8,7
7,8
7,8
8,7
9,8
9,18
9,8
9,24
7,8
9,8
9,8
9,8
9,8
9,8
6,1
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
11,14
12,11
11,12
17,11
17,11
11,12
11,21
12,11
11,0
21,12
12,11
11,21
12,11
11,21
12,5
11,12
13,6
13,16
13,16
13,14
13,16
13,6
13,16
4,6
10,14
13,14
14,5
14,5
14,5
14,5
14,16
15,24
15,1
15,3
15,0
15,19
15,20
16,1
16,14
16,25
16,14
16,13
16,9
16,9
16,1
8,17
18,21
17,11
20,19
17,11
17,11
11,17
21,17
17,20
18,24
18,17
18,20
18,20
18,4
18,17
18,17
18,17
20,18
18,11
18,0
19,11
22,21
19,20
3,19
20,21
19,21
22,10
19,20
18,20
20,17
4,20
20,18
18,20
20,18
18,20
17,20
18,22
21,12
21,24
21,12
21,12
11,20
21,12
11,12
21,12
21,12
21,24
22,19
18,23
22,23
22,14
3,22
13,24
22,4
22,21
24,0
19,22
23,22
23,19
23,22
23,24
23,20
23,24
24,11
24,17
3,15
24,11
24,21
22,24
25,26
25,26
25,16
25,6
25,16
25,15
25,15
25,10
25,26
25,26
25,26
25,16
26,2
26,0
26,2
26,25
26,0
26,18
26,2
26,25
