top1_class,top2_class
0,4
14,24
18,5
0,1
2,11
0,18
0,5
0,2
0,2
0,18
4,3
1,14
1,0
1,10
1,5
1,0
1,5
1,6
19,21
1,0
2,10
2,0
2,20
26,2
2,4
2,0
2,1
2,18
2,0
3,19
3,14
3,14
3,4
3,4
3,4
3,10
3,4
4,18
18,4
4,20
4,18
4,3
4,0
4,3
4,3
20,18
5,14
5,6
5,14
5,14
5,14
5,10
5,14
5,0
1,5
1,5
5,14
6,13
5,1
6,10
6,10
6,10
6,1
5,8
6,1
6,1
1,10
8,7
8,7
8,7
8,9
8,9
8,7
7,8
9,8
7,8
7,8
8,7
7,8
8,7
7,8
7,8
8,7
9,8
9,7
9,8
9,8
7,8
9,8
9,8
9,8
9,5
9,8
6,1
10,6
10,14
10,6
10,5
10,6
10,6
10,6
10,6
11,12
12,11
11,12
17,11
17,11
11,12
11,12
11,17
11,2
21,12
11,12
11,12
12,11
11,21
12,11
11,12
13,6
13,16
13,16
13,14
13,1
13,6
13,16
6,5
14,6
14,13
5,14
14,5
14,5
14,5
14,16
15,21
15,1
15,1
15,0
15,19
15,22
16,13
16,25
16,13
16,13
16,13
16,9
16,6
16,13
24,17
18,20
17,24
17,20
17,11
17,11
11,17
17,21
17,20
24,18
18,20
18,20
18,20
18,11
18,17
18,20
18,17
18,20
18,20
18,11
19,14
16,13
20,24
19,3
24,20
19,14
22,10
19,13
20,18
20,24
4,20
20,4
18,20
20,18
18,21
18,20
19,18
21,12
21,24
21,12
21,12
21,20
12,11
11,12
21,12
21,12
21,20
19,22
23,22
22,16
22,14
3,1
13,22
22,4
22,19
24,0
24,22
23,22
23,13
23,19
23,24
23,24
23,24
24,12
24,11
18,3
11,17
24,21
20,18
25,16
25,26
25,13
25,26
25,16
25,13
25,26
25,6
25,16
25,26
25,26
25,16
26,2
26,2
26,2
26,13
26,16
26,16
26,2
25,26
